Référence;"Code article";"Couleur (FR)";"Couleur (US)";Taille;"Famille (FR)";"Famille (US)";Marque;"Genre (FR)";"Genre (US)";EAN;QTÉ;"Descriptif (FR)";"Descriptif (US)";"Composition (FR)";Pays;"Code Douane";RRP;PVM;"Prix HT";"Prix HT (5+)";"Prix HT (10+)";"Prix HT DST"
"ADANEAKA BS CP BLACK  LADY 056";RBMWD275F/CP;Noir;Black;L/3;Parka;Parka;"Canadian Peak";Femme;Lady;3664138227806;3;"PARKA  AVEC FERMETURE ZIPPÉE ET BOUTON DE PRESSION. CAPUCHE AJUSTABLE BORDÉE D'UNE FOURRURE SYNTHETIQUE DÉTACHABLE. POCHES SUR DEVANT ET UNE POCHE SUR MANCHE DROITE. BADGE SUR MANCHE.";"PARKA WITH CENTER FRONT ZIPPER OPENNING AND HIDDEN SNAPS. ADJUSTABLE HOOD WITH A DETACHABLE FAKE FUR. POCKETS AT FRONT AND ONE POCKET ON RIGHT SLEEVE. PVC BADGE ON SLEEVE.";"100% Polyamide";CHINE;62024090;209;0;46,00;42,00;39,00;NC
"ADANEAKA BS CP BLACK  LADY 056";RBMWD275F/CP;Noir;Black;XL/4;Parka;Parka;"Canadian Peak";Femme;Lady;3664138227813;2;"PARKA  AVEC FERMETURE ZIPPÉE ET BOUTON DE PRESSION. CAPUCHE AJUSTABLE BORDÉE D'UNE FOURRURE SYNTHETIQUE DÉTACHABLE. POCHES SUR DEVANT ET UNE POCHE SUR MANCHE DROITE. BADGE SUR MANCHE.";"PARKA WITH CENTER FRONT ZIPPER OPENNING AND HIDDEN SNAPS. ADJUSTABLE HOOD WITH A DETACHABLE FAKE FUR. POCKETS AT FRONT AND ONE POCKET ON RIGHT SLEEVE. PVC BADGE ON SLEEVE.";"100% Polyamide";CHINE;62024090;209;0;46,00;42,00;39,00;NC
"ADANEAKA BS CP BLACK  LADY 056";RBMWD275F/CP;Noir;Black;2XL/5;Parka;Parka;"Canadian Peak";Femme;Lady;3664138227820;2;"PARKA  AVEC FERMETURE ZIPPÉE ET BOUTON DE PRESSION. CAPUCHE AJUSTABLE BORDÉE D'UNE FOURRURE SYNTHETIQUE DÉTACHABLE. POCHES SUR DEVANT ET UNE POCHE SUR MANCHE DROITE. BADGE SUR MANCHE.";"PARKA WITH CENTER FRONT ZIPPER OPENNING AND HIDDEN SNAPS. ADJUSTABLE HOOD WITH A DETACHABLE FAKE FUR. POCKETS AT FRONT AND ONE POCKET ON RIGHT SLEEVE. PVC BADGE ON SLEEVE.";"100% Polyamide";CHINE;62024090;209;0;46,00;42,00;39,00;NC
"ADANEAKA BS CP BORDEAUX LADY 056";RBMWD278F/CP;Bordeaux;Burgundy;S/1;Parka;Parka;"Canadian Peak";Femme;Lady;3664138292125;2;"PARKA  AVEC FERMETURE ZIPPÉE ET BOUTON DE PRESSION. CAPUCHE AJUSTABLE BORDÉE D'UNE FOURRURE SYNTHETIQUE DÉTACHABLE. POCHES SUR DEVANT ET UNE POCHE SUR MANCHE DROITE. BADGE SUR MANCHE.";"PARKA WITH CENTER FRONT ZIPPER OPENNING AND HIDDEN SNAPS. ADJUSTABLE HOOD WITH A DETACHABLE FAKE FUR. POCKETS AT FRONT AND ONE POCKET ON RIGHT SLEEVE. PVC BADGE ON SLEEVE.";"100% Polyamide";CHINE;62024090;209;0;46,00;42,00;39,00;NC
"ADANEAKA BS CP BORDEAUX LADY 056";RBMWD278F/CP;Bordeaux;Burgundy;M/2;Parka;Parka;"Canadian Peak";Femme;Lady;3664138292132;3;"PARKA  AVEC FERMETURE ZIPPÉE ET BOUTON DE PRESSION. CAPUCHE AJUSTABLE BORDÉE D'UNE FOURRURE SYNTHETIQUE DÉTACHABLE. POCHES SUR DEVANT ET UNE POCHE SUR MANCHE DROITE. BADGE SUR MANCHE.";"PARKA WITH CENTER FRONT ZIPPER OPENNING AND HIDDEN SNAPS. ADJUSTABLE HOOD WITH A DETACHABLE FAKE FUR. POCKETS AT FRONT AND ONE POCKET ON RIGHT SLEEVE. PVC BADGE ON SLEEVE.";"100% Polyamide";CHINE;62024090;209;0;46,00;42,00;39,00;NC
"ADANEAKA BS CP BORDEAUX LADY 056";RBMWD278F/CP;Bordeaux;Burgundy;L/3;Parka;Parka;"Canadian Peak";Femme;Lady;3664138292149;3;"PARKA  AVEC FERMETURE ZIPPÉE ET BOUTON DE PRESSION. CAPUCHE AJUSTABLE BORDÉE D'UNE FOURRURE SYNTHETIQUE DÉTACHABLE. POCHES SUR DEVANT ET UNE POCHE SUR MANCHE DROITE. BADGE SUR MANCHE.";"PARKA WITH CENTER FRONT ZIPPER OPENNING AND HIDDEN SNAPS. ADJUSTABLE HOOD WITH A DETACHABLE FAKE FUR. POCKETS AT FRONT AND ONE POCKET ON RIGHT SLEEVE. PVC BADGE ON SLEEVE.";"100% Polyamide";CHINE;62024090;209;0;46,00;42,00;39,00;NC
"ADANEAKA BS CP BORDEAUX LADY 056";RBMWD278F/CP;Bordeaux;Burgundy;XL/4;Parka;Parka;"Canadian Peak";Femme;Lady;3664138292156;2;"PARKA  AVEC FERMETURE ZIPPÉE ET BOUTON DE PRESSION. CAPUCHE AJUSTABLE BORDÉE D'UNE FOURRURE SYNTHETIQUE DÉTACHABLE. POCHES SUR DEVANT ET UNE POCHE SUR MANCHE DROITE. BADGE SUR MANCHE.";"PARKA WITH CENTER FRONT ZIPPER OPENNING AND HIDDEN SNAPS. ADJUSTABLE HOOD WITH A DETACHABLE FAKE FUR. POCKETS AT FRONT AND ONE POCKET ON RIGHT SLEEVE. PVC BADGE ON SLEEVE.";"100% Polyamide";CHINE;62024090;209;0;46,00;42,00;39,00;NC
"ADANEAKA BS CP BORDEAUX LADY 056";RBMWD278F/CP;Bordeaux;Burgundy;2XL/5;Parka;Parka;"Canadian Peak";Femme;Lady;3664138292163;2;"PARKA  AVEC FERMETURE ZIPPÉE ET BOUTON DE PRESSION. CAPUCHE AJUSTABLE BORDÉE D'UNE FOURRURE SYNTHETIQUE DÉTACHABLE. POCHES SUR DEVANT ET UNE POCHE SUR MANCHE DROITE. BADGE SUR MANCHE.";"PARKA WITH CENTER FRONT ZIPPER OPENNING AND HIDDEN SNAPS. ADJUSTABLE HOOD WITH A DETACHABLE FAKE FUR. POCKETS AT FRONT AND ONE POCKET ON RIGHT SLEEVE. PVC BADGE ON SLEEVE.";"100% Polyamide";CHINE;62024090;209;0;46,00;42,00;39,00;NC
"ADANEAKA BS CP NAVY LADY 056";RBMWD276F/CP;Marine;Navy;S/1;Parka;Parka;"Canadian Peak";Femme;Lady;3664138227844;2;"PARKA  AVEC FERMETURE ZIPPÉE ET BOUTON DE PRESSION. CAPUCHE AJUSTABLE BORDÉE D'UNE FOURRURE SYNTHETIQUE DÉTACHABLE. POCHES SUR DEVANT ET UNE POCHE SUR MANCHE DROITE. BADGE SUR MANCHE.";"PARKA WITH CENTER FRONT ZIPPER OPENNING AND HIDDEN SNAPS. ADJUSTABLE HOOD WITH A DETACHABLE FAKE FUR. POCKETS AT FRONT AND ONE POCKET ON RIGHT SLEEVE. PVC BADGE ON SLEEVE.";"100% Polyester";CHINE;62024090;189;0;42,00;39,00;36,00;NC
"ADANEAKA BS CP NAVY LADY 056";RBMWD276F/CP;Marine;Navy;M/2;Parka;Parka;"Canadian Peak";Femme;Lady;3664138227851;3;"PARKA  AVEC FERMETURE ZIPPÉE ET BOUTON DE PRESSION. CAPUCHE AJUSTABLE BORDÉE D'UNE FOURRURE SYNTHETIQUE DÉTACHABLE. POCHES SUR DEVANT ET UNE POCHE SUR MANCHE DROITE. BADGE SUR MANCHE.";"PARKA WITH CENTER FRONT ZIPPER OPENNING AND HIDDEN SNAPS. ADJUSTABLE HOOD WITH A DETACHABLE FAKE FUR. POCKETS AT FRONT AND ONE POCKET ON RIGHT SLEEVE. PVC BADGE ON SLEEVE.";"100% Polyester";CHINE;62024090;189;0;42,00;39,00;36,00;NC
"ADANEAKA BS CP NAVY LADY 056";RBMWD276F/CP;Marine;Navy;L/3;Parka;Parka;"Canadian Peak";Femme;Lady;3664138227868;3;"PARKA  AVEC FERMETURE ZIPPÉE ET BOUTON DE PRESSION. CAPUCHE AJUSTABLE BORDÉE D'UNE FOURRURE SYNTHETIQUE DÉTACHABLE. POCHES SUR DEVANT ET UNE POCHE SUR MANCHE DROITE. BADGE SUR MANCHE.";"PARKA WITH CENTER FRONT ZIPPER OPENNING AND HIDDEN SNAPS. ADJUSTABLE HOOD WITH A DETACHABLE FAKE FUR. POCKETS AT FRONT AND ONE POCKET ON RIGHT SLEEVE. PVC BADGE ON SLEEVE.";"100% Polyester";CHINE;62024090;189;0;42,00;39,00;36,00;NC
"ADANEAKA BS CP NAVY LADY 056";RBMWD276F/CP;Marine;Navy;XL/4;Parka;Parka;"Canadian Peak";Femme;Lady;3664138227882;2;"PARKA  AVEC FERMETURE ZIPPÉE ET BOUTON DE PRESSION. CAPUCHE AJUSTABLE BORDÉE D'UNE FOURRURE SYNTHETIQUE DÉTACHABLE. POCHES SUR DEVANT ET UNE POCHE SUR MANCHE DROITE. BADGE SUR MANCHE.";"PARKA WITH CENTER FRONT ZIPPER OPENNING AND HIDDEN SNAPS. ADJUSTABLE HOOD WITH A DETACHABLE FAKE FUR. POCKETS AT FRONT AND ONE POCKET ON RIGHT SLEEVE. PVC BADGE ON SLEEVE.";"100% Polyester";CHINE;62024090;189;0;42,00;39,00;36,00;NC
"ADANEAKA BS CP NAVY LADY 056";RBMWD276F/CP;Marine;Navy;2XL/5;Parka;Parka;"Canadian Peak";Femme;Lady;3664138292248;2;"PARKA  AVEC FERMETURE ZIPPÉE ET BOUTON DE PRESSION. CAPUCHE AJUSTABLE BORDÉE D'UNE FOURRURE SYNTHETIQUE DÉTACHABLE. POCHES SUR DEVANT ET UNE POCHE SUR MANCHE DROITE. BADGE SUR MANCHE.";"PARKA WITH CENTER FRONT ZIPPER OPENNING AND HIDDEN SNAPS. ADJUSTABLE HOOD WITH A DETACHABLE FAKE FUR. POCKETS AT FRONT AND ONE POCKET ON RIGHT SLEEVE. PVC BADGE ON SLEEVE.";"100% Polyester";CHINE;62024090;189;0;42,00;39,00;36,00;NC
"ADANEAKA BS CP RED LADY 056";RBMWD277F/CP;Rouge;Red;S/1;Parka;Parka;"Canadian Peak";Femme;Lady;3664138292262;2;"PARKA  AVEC FERMETURE ZIPPÉE ET BOUTON DE PRESSION. CAPUCHE AJUSTABLE BORDÉE D'UNE FOURRURE SYNTHETIQUE DÉTACHABLE. POCHES SUR DEVANT ET UNE POCHE SUR MANCHE DROITE. BADGE SUR MANCHE.";"PARKA WITH CENTER FRONT ZIPPER OPENNING AND HIDDEN SNAPS. ADJUSTABLE HOOD WITH A DETACHABLE FAKE FUR. POCKETS AT FRONT AND ONE POCKET ON RIGHT SLEEVE. PVC BADGE ON SLEEVE.";"100% Polyamide";CHINE;62024090;189;0;42,00;39,00;36,00;NC
"ADANEAKA BS CP RED LADY 056";RBMWD277F/CP;Rouge;Red;M/2;Parka;Parka;"Canadian Peak";Femme;Lady;3664138292279;3;"PARKA  AVEC FERMETURE ZIPPÉE ET BOUTON DE PRESSION. CAPUCHE AJUSTABLE BORDÉE D'UNE FOURRURE SYNTHETIQUE DÉTACHABLE. POCHES SUR DEVANT ET UNE POCHE SUR MANCHE DROITE. BADGE SUR MANCHE.";"PARKA WITH CENTER FRONT ZIPPER OPENNING AND HIDDEN SNAPS. ADJUSTABLE HOOD WITH A DETACHABLE FAKE FUR. POCKETS AT FRONT AND ONE POCKET ON RIGHT SLEEVE. PVC BADGE ON SLEEVE.";"100% Polyamide";CHINE;62024090;189;0;42,00;39,00;36,00;NC
"ADANEAKA BS CP RED LADY 056";RBMWD277F/CP;Rouge;Red;L/3;Parka;Parka;"Canadian Peak";Femme;Lady;3664138292286;3;"PARKA  AVEC FERMETURE ZIPPÉE ET BOUTON DE PRESSION. CAPUCHE AJUSTABLE BORDÉE D'UNE FOURRURE SYNTHETIQUE DÉTACHABLE. POCHES SUR DEVANT ET UNE POCHE SUR MANCHE DROITE. BADGE SUR MANCHE.";"PARKA WITH CENTER FRONT ZIPPER OPENNING AND HIDDEN SNAPS. ADJUSTABLE HOOD WITH A DETACHABLE FAKE FUR. POCKETS AT FRONT AND ONE POCKET ON RIGHT SLEEVE. PVC BADGE ON SLEEVE.";"100% Polyamide";CHINE;62024090;189;0;42,00;39,00;36,00;NC
"ADANEAKA BS CP RED LADY 056";RBMWD277F/CP;Rouge;Red;XL/4;Parka;Parka;"Canadian Peak";Femme;Lady;3664138292293;2;"PARKA  AVEC FERMETURE ZIPPÉE ET BOUTON DE PRESSION. CAPUCHE AJUSTABLE BORDÉE D'UNE FOURRURE SYNTHETIQUE DÉTACHABLE. POCHES SUR DEVANT ET UNE POCHE SUR MANCHE DROITE. BADGE SUR MANCHE.";"PARKA WITH CENTER FRONT ZIPPER OPENNING AND HIDDEN SNAPS. ADJUSTABLE HOOD WITH A DETACHABLE FAKE FUR. POCKETS AT FRONT AND ONE POCKET ON RIGHT SLEEVE. PVC BADGE ON SLEEVE.";"100% Polyamide";CHINE;62024090;189;0;42,00;39,00;36,00;NC
"ADANEAKA BS CP RED LADY 056";RBMWD277F/CP;Rouge;Red;2XL/5;Parka;Parka;"Canadian Peak";Femme;Lady;3664138292309;2;"PARKA  AVEC FERMETURE ZIPPÉE ET BOUTON DE PRESSION. CAPUCHE AJUSTABLE BORDÉE D'UNE FOURRURE SYNTHETIQUE DÉTACHABLE. POCHES SUR DEVANT ET UNE POCHE SUR MANCHE DROITE. BADGE SUR MANCHE.";"PARKA WITH CENTER FRONT ZIPPER OPENNING AND HIDDEN SNAPS. ADJUSTABLE HOOD WITH A DETACHABLE FAKE FUR. POCKETS AT FRONT AND ONE POCKET ON RIGHT SLEEVE. PVC BADGE ON SLEEVE.";"100% Polyamide";CHINE;62024090;189;0;42,00;39,00;36,00;NC
"ADELAIDE EO DB BLACK LADY 001";WW3639F/GNO;Noir;Black;S/1;Parka;Parka;"Geo Norway";Femme;Lady;3543116209266;2;"parka avec capuche et fourrure , poches sur les cotes 
drapeau sur la manche";"parka with hood and fur, side pockets
flag on the sleeve";"100% Polyester";CHINE;62024090;189;0;42,00;39,00;36,00;NC
"ADELAIDE EO DB BLACK LADY 001";WW3639F/GNO;Noir;Black;M/2;Parka;Parka;"Geo Norway";Femme;Lady;3543116209273;3;"parka avec capuche et fourrure , poches sur les cotes 
drapeau sur la manche";"parka with hood and fur, side pockets
flag on the sleeve";"100% Polyester";CHINE;62024090;189;0;42,00;39,00;36,00;NC
"ADELAIDE EO DB BLACK LADY 001";WW3639F/GNO;Noir;Black;L/3;Parka;Parka;"Geo Norway";Femme;Lady;3543116209280;3;"parka avec capuche et fourrure , poches sur les cotes 
drapeau sur la manche";"parka with hood and fur, side pockets
flag on the sleeve";"100% Polyester";CHINE;62024090;189;0;42,00;39,00;36,00;NC
"ADELAIDE EO DB BLACK LADY 001";WW3639F/GNO;Noir;Black;XL/4;Parka;Parka;"Geo Norway";Femme;Lady;3543116209297;2;"parka avec capuche et fourrure , poches sur les cotes 
drapeau sur la manche";"parka with hood and fur, side pockets
flag on the sleeve";"100% Polyester";CHINE;62024090;189;0;42,00;39,00;36,00;NC
"ADELAIDE EO DB BLACK LADY 001";WW3639F/GNO;Noir;Black;2XL/5;Parka;Parka;"Geo Norway";Femme;Lady;3543116209303;2;"parka avec capuche et fourrure , poches sur les cotes 
drapeau sur la manche";"parka with hood and fur, side pockets
flag on the sleeve";"100% Polyester";CHINE;62024090;189;0;42,00;39,00;36,00;NC
"ADELAIDE EO DB NAVY LADY 001";WW3640F/GNO;Marine;Navy;S/1;Parka;Parka;"Geo Norway";Femme;Lady;3543116209327;2;"parka avec capuche et fourrure , poches sur les cotes 
drapeau sur la manche";"parka with hood and fur, side pockets
flag on the sleeve";"100% Polyester";CHINE;62024090;189;0;42,00;39,00;36,00;NC
"ADELAIDE EO DB NAVY LADY 001";WW3640F/GNO;Marine;Navy;M/2;Parka;Parka;"Geo Norway";Femme;Lady;3543116209334;3;"parka avec capuche et fourrure , poches sur les cotes 
drapeau sur la manche";"parka with hood and fur, side pockets
flag on the sleeve";"100% Polyester";CHINE;62024090;189;0;42,00;39,00;36,00;NC
"ADELAIDE EO DB NAVY LADY 001";WW3640F/GNO;Marine;Navy;L/3;Parka;Parka;"Geo Norway";Femme;Lady;3543116209341;3;"parka avec capuche et fourrure , poches sur les cotes 
drapeau sur la manche";"parka with hood and fur, side pockets
flag on the sleeve";"100% Polyester";CHINE;62024090;189;0;42,00;39,00;36,00;NC
"ADELAIDE EO DB NAVY LADY 001";WW3640F/GNO;Marine;Navy;XL/4;Parka;Parka;"Geo Norway";Femme;Lady;3543116209358;2;"parka avec capuche et fourrure , poches sur les cotes 
drapeau sur la manche";"parka with hood and fur, side pockets
flag on the sleeve";"100% Polyester";CHINE;62024090;189;0;42,00;39,00;36,00;NC
"ADELAIDE EO DB NAVY LADY 001";WW3640F/GNO;Marine;Navy;2XL/5;Parka;Parka;"Geo Norway";Femme;Lady;3543116209365;2;"parka avec capuche et fourrure , poches sur les cotes 
drapeau sur la manche";"parka with hood and fur, side pockets
flag on the sleeve";"100% Polyester";CHINE;62024090;189;0;42,00;39,00;36,00;NC
"ADELAIDE EO LADY 001";WW3638F/GNO;Marine;Navy;S/1;Parka;Parka;"Geo Norway";Femme;Lady;3543116209327;4;"parka avec capuche et fourrure , poches sur les cotes 
drapeau sur la manche";"parka with hood and fur, side pockets
flag on the sleeve";"100% Polyester";CHINE;62024090;189;0;42,00;39,00;36,00;NC
"ADELAIDE EO LADY 001";WW3638F/GNO;Marine;Navy;M/2;Parka;Parka;"Geo Norway";Femme;Lady;3543116209334;5;"parka avec capuche et fourrure , poches sur les cotes 
drapeau sur la manche";"parka with hood and fur, side pockets
flag on the sleeve";"100% Polyester";CHINE;62024090;189;0;42,00;39,00;36,00;NC
"ADELAIDE EO LADY 001";WW3638F/GNO;Marine;Navy;L/3;Parka;Parka;"Geo Norway";Femme;Lady;3543116209341;3;"parka avec capuche et fourrure , poches sur les cotes 
drapeau sur la manche";"parka with hood and fur, side pockets
flag on the sleeve";"100% Polyester";CHINE;62024090;189;0;42,00;39,00;36,00;NC
"ADELAIDE EO LADY 001";WW3638F/GNO;Marine;Navy;XL/4;Parka;Parka;"Geo Norway";Femme;Lady;3543116209358;1;"parka avec capuche et fourrure , poches sur les cotes 
drapeau sur la manche";"parka with hood and fur, side pockets
flag on the sleeve";"100% Polyester";CHINE;62024090;189;0;42,00;39,00;36,00;NC
"ADELAIDE EO LADY 001";WW3638F/GNO;Noir;Black;S/1;Parka;Parka;"Geo Norway";Femme;Lady;3543116209266;5;"parka avec capuche et fourrure , poches sur les cotes 
drapeau sur la manche";"parka with hood and fur, side pockets
flag on the sleeve";"100% Polyester";CHINE;62024090;189;0;42,00;39,00;36,00;NC
"ADELAIDE EO LADY 001";WW3638F/GNO;Noir;Black;M/2;Parka;Parka;"Geo Norway";Femme;Lady;3543116209273;6;"parka avec capuche et fourrure , poches sur les cotes 
drapeau sur la manche";"parka with hood and fur, side pockets
flag on the sleeve";"100% Polyester";CHINE;62024090;189;0;42,00;39,00;36,00;NC
"ADELAIDE EO LADY 001";WW3638F/GNO;Noir;Black;L/3;Parka;Parka;"Geo Norway";Femme;Lady;3543116209280;4;"parka avec capuche et fourrure , poches sur les cotes 
drapeau sur la manche";"parka with hood and fur, side pockets
flag on the sleeve";"100% Polyester";CHINE;62024090;189;0;42,00;39,00;36,00;NC
"ADELAIDE EO LADY 001";WW3638F/GNO;Noir;Black;XL/4;Parka;Parka;"Geo Norway";Femme;Lady;3543116209297;1;"parka avec capuche et fourrure , poches sur les cotes 
drapeau sur la manche";"parka with hood and fur, side pockets
flag on the sleeve";"100% Polyester";CHINE;62024090;189;0;42,00;39,00;36,00;NC
"ADELAIDE EO LADY 001";WW3638F/GNO;Noir;Black;2XL/5;Parka;Parka;"Geo Norway";Femme;Lady;3543116209303;1;"parka avec capuche et fourrure , poches sur les cotes 
drapeau sur la manche";"parka with hood and fur, side pockets
flag on the sleeve";"100% Polyester";CHINE;62024090;189;0;42,00;39,00;36,00;NC
"ADINA LONG BEIGE DB LADY 001";WY8184F/GN;Beige;Beige;S/1;Parka;Parka;"Geographical Norway";Femme;Lady;3543116635270;2;"PARKA LONGUE AVEC UNE CAPUCHE , CEINTURE A LA TAILLE , BADGE SUR LA MANCHE";"LONG PARKA WITH A HOOD, BELT AT THE WAIST, BADGE ON THE SLEEVE";"100% Polyamide";CHINE;62024090;249;0;49,00;45,00;42,00;NC
"ADINA LONG BEIGE DB LADY 001";WY8184F/GN;Beige;Beige;M/2;Parka;Parka;"Geographical Norway";Femme;Lady;3543116635287;3;"PARKA LONGUE AVEC UNE CAPUCHE , CEINTURE A LA TAILLE , BADGE SUR LA MANCHE";"LONG PARKA WITH A HOOD, BELT AT THE WAIST, BADGE ON THE SLEEVE";"100% Polyamide";CHINE;62024090;249;0;49,00;45,00;42,00;NC
"ADINA LONG BEIGE DB LADY 001";WY8184F/GN;Beige;Beige;L/3;Parka;Parka;"Geographical Norway";Femme;Lady;3543116635294;3;"PARKA LONGUE AVEC UNE CAPUCHE , CEINTURE A LA TAILLE , BADGE SUR LA MANCHE";"LONG PARKA WITH A HOOD, BELT AT THE WAIST, BADGE ON THE SLEEVE";"100% Polyamide";CHINE;62024090;249;0;49,00;45,00;42,00;NC
"ADINA LONG BEIGE DB LADY 001";WY8184F/GN;Beige;Beige;XL/4;Parka;Parka;"Geographical Norway";Femme;Lady;3543116635300;2;"PARKA LONGUE AVEC UNE CAPUCHE , CEINTURE A LA TAILLE , BADGE SUR LA MANCHE";"LONG PARKA WITH A HOOD, BELT AT THE WAIST, BADGE ON THE SLEEVE";"100% Polyamide";CHINE;62024090;249;0;49,00;45,00;42,00;NC
"ADINA LONG BEIGE DB LADY 001";WY8184F/GN;Beige;Beige;2XL/5;Parka;Parka;"Geographical Norway";Femme;Lady;3543116635317;2;"PARKA LONGUE AVEC UNE CAPUCHE , CEINTURE A LA TAILLE , BADGE SUR LA MANCHE";"LONG PARKA WITH A HOOD, BELT AT THE WAIST, BADGE ON THE SLEEVE";"100% Polyamide";CHINE;62024090;249;0;49,00;45,00;42,00;NC
"ADINA LONG NAVY DB LADY 001";WY8183F/GN;Marine;Navy;S/1;Parka;Parka;"Geographical Norway";Femme;Lady;3543116635218;2;"PARKA LONGUE AVEC UNE CAPUCHE , CEINTURE A LA TAILLE , BADGE SUR LA MANCHE";"LONG PARKA WITH A HOOD, BELT AT THE WAIST, BADGE ON THE SLEEVE";"100% Polyamide";CHINE;62024090;249;0;49,00;45,00;42,00;NC
"ADINA LONG NAVY DB LADY 001";WY8183F/GN;Marine;Navy;M/2;Parka;Parka;"Geographical Norway";Femme;Lady;3543116635225;3;"PARKA LONGUE AVEC UNE CAPUCHE , CEINTURE A LA TAILLE , BADGE SUR LA MANCHE";"LONG PARKA WITH A HOOD, BELT AT THE WAIST, BADGE ON THE SLEEVE";"100% Polyamide";CHINE;62024090;249;0;49,00;45,00;42,00;NC
"ADINA LONG NAVY DB LADY 001";WY8183F/GN;Marine;Navy;L/3;Parka;Parka;"Geographical Norway";Femme;Lady;3543116635232;3;"PARKA LONGUE AVEC UNE CAPUCHE , CEINTURE A LA TAILLE , BADGE SUR LA MANCHE";"LONG PARKA WITH A HOOD, BELT AT THE WAIST, BADGE ON THE SLEEVE";"100% Polyamide";CHINE;62024090;249;0;49,00;45,00;42,00;NC
"ADINA LONG NAVY DB LADY 001";WY8183F/GN;Marine;Navy;XL/4;Parka;Parka;"Geographical Norway";Femme;Lady;3543116635249;2;"PARKA LONGUE AVEC UNE CAPUCHE , CEINTURE A LA TAILLE , BADGE SUR LA MANCHE";"LONG PARKA WITH A HOOD, BELT AT THE WAIST, BADGE ON THE SLEEVE";"100% Polyamide";CHINE;62024090;249;0;49,00;45,00;42,00;NC
"ADINA LONG NAVY DB LADY 001";WY8183F/GN;Marine;Navy;2XL/5;Parka;Parka;"Geographical Norway";Femme;Lady;3543116635256;2;"PARKA LONGUE AVEC UNE CAPUCHE , CEINTURE A LA TAILLE , BADGE SUR LA MANCHE";"LONG PARKA WITH A HOOD, BELT AT THE WAIST, BADGE ON THE SLEEVE";"100% Polyamide";CHINE;62024090;249;0;49,00;45,00;42,00;NC
"ADINEAK RM BEIGE LADY 001";RBMWY8349F/CP;Beige;Beige;S/1;Parka;Parka;"Canadian Peak";Femme;Lady;3664138504495;2;"PARKA LONGUE AVEC UNE CAPUCHE , CEINTURE A LA TAILLE , BADGE SUR LA MANCHE";"LONG PARKA WITH A HOOD, BELT AT THE WAIST, BADGE ON THE SLEEVE";"100% Polyamide";CHINE;62024090;249;0;49,00;45,00;42,00;NC
"ADINEAK RM BEIGE LADY 001";RBMWY8349F/CP;Beige;Beige;M/2;Parka;Parka;"Canadian Peak";Femme;Lady;3664138504501;3;"PARKA LONGUE AVEC UNE CAPUCHE , CEINTURE A LA TAILLE , BADGE SUR LA MANCHE";"LONG PARKA WITH A HOOD, BELT AT THE WAIST, BADGE ON THE SLEEVE";"100% Polyamide";CHINE;62024090;249;0;49,00;45,00;42,00;NC
"ADINEAK RM BEIGE LADY 001";RBMWY8349F/CP;Beige;Beige;L/3;Parka;Parka;"Canadian Peak";Femme;Lady;3664138504518;3;"PARKA LONGUE AVEC UNE CAPUCHE , CEINTURE A LA TAILLE , BADGE SUR LA MANCHE";"LONG PARKA WITH A HOOD, BELT AT THE WAIST, BADGE ON THE SLEEVE";"100% Polyamide";CHINE;62024090;249;0;49,00;45,00;42,00;NC
"ADINEAK RM BEIGE LADY 001";RBMWY8349F/CP;Beige;Beige;XL/4;Parka;Parka;"Canadian Peak";Femme;Lady;3664138504525;2;"PARKA LONGUE AVEC UNE CAPUCHE , CEINTURE A LA TAILLE , BADGE SUR LA MANCHE";"LONG PARKA WITH A HOOD, BELT AT THE WAIST, BADGE ON THE SLEEVE";"100% Polyamide";CHINE;62024090;249;0;49,00;45,00;42,00;NC
"ADINEAK RM BEIGE LADY 001";RBMWY8349F/CP;Beige;Beige;2XL/5;Parka;Parka;"Canadian Peak";Femme;Lady;3664138504532;2;"PARKA LONGUE AVEC UNE CAPUCHE , CEINTURE A LA TAILLE , BADGE SUR LA MANCHE";"LONG PARKA WITH A HOOD, BELT AT THE WAIST, BADGE ON THE SLEEVE";"100% Polyamide";CHINE;62024090;249;0;49,00;45,00;42,00;NC
"ADINEAK RM BLACK LADY 001";RBMWY8347F/CP;Noir;Black;S/1;Parka;Parka;"Canadian Peak";Femme;Lady;3664138504372;2;"PARKA LONGUE AVEC UNE CAPUCHE , CEINTURE A LA TAILLE , BADGE SUR LA MANCHE";"LONG PARKA WITH A HOOD, BELT AT THE WAIST, BADGE ON THE SLEEVE";"100% Polyamide";CHINE;62024090;249;0;49,00;45,00;42,00;NC
"ADINEAK RM BLACK LADY 001";RBMWY8347F/CP;Noir;Black;M/2;Parka;Parka;"Canadian Peak";Femme;Lady;3664138504389;3;"PARKA LONGUE AVEC UNE CAPUCHE , CEINTURE A LA TAILLE , BADGE SUR LA MANCHE";"LONG PARKA WITH A HOOD, BELT AT THE WAIST, BADGE ON THE SLEEVE";"100% Polyamide";CHINE;62024090;249;0;49,00;45,00;42,00;NC
"ADINEAK RM BLACK LADY 001";RBMWY8347F/CP;Noir;Black;L/3;Parka;Parka;"Canadian Peak";Femme;Lady;3664138504396;3;"PARKA LONGUE AVEC UNE CAPUCHE , CEINTURE A LA TAILLE , BADGE SUR LA MANCHE";"LONG PARKA WITH A HOOD, BELT AT THE WAIST, BADGE ON THE SLEEVE";"100% Polyamide";CHINE;62024090;249;0;49,00;45,00;42,00;NC
